113362,Charlotte Brontë,https://covers.openlibrary.org/a/olid/OL113362A-M.jpg,21 April 1816,31 March 1855,"Charlotte Brontë was an English novelist, the eldest of the three Brontë sisters whose novels are English literature standards. Under the pen name Currer Bell, she wrote Jane Eyre.  ([Source][1].)

[1]: http://en.wikipedia.org/wiki/Charlotte_Brontë

Her sisters, Anne and Emily, first published their works as Acton and Ellis Bell."
19597,Nicholas Sparks,https://covers.openlibrary.org/a/olid/OL19597A-M.jpg,31 December 1965,,"Nicholas Sparks is one of the world’s most beloved storytellers. All of his books have been New York Times bestsellers, with over 105 million copies sold worldwide, in more than 50 languages, including over 75 million copies in the United States alone.

Sparks wrote one of his best-known stories, The Notebook, over a period of six months at age 28. It was published in 1996 and he followed with the novels Message in a Bottle (1998), A Walk to Remember (1999), The Rescue (2000), A Bend in the Road (2001), Nights in Rodanthe (2002), The Guardian (2003), The Wedding (2003), True Believer (2005) and its sequel, At First Sight (2005), Dear John (2006), The Choice (2007), The Lucky One (2008), The Last Song (2009), Safe Haven (2010), The Best of Me (2011), and The Longest Ride (2013) as well as the 2004 non-fiction memoir Three Weeks With My Brother, co-written with his brother Micah. His eighteenth novel, See Me, published on October 12, 2015. His newest book, Two by Two, will be published on October 4, 2016.

Film adaptations of Nicholas Sparks novels, including The Choice, The Longest Ride, The Best of Me, Safe Haven (on all of which he served as a producer), The Lucky One, Message in a Bottle, A Walk to Remember, The Notebook, Nights in Rodanthe, Dear John and The Last Song, have had a cumulative worldwide gross of over three-quarters of a billion dollars.

In 2012, Sparks and his publishing agent and creative partner Theresa Park, launched Nicholas Sparks Productions, with Park as President of Production.  A film version of The Guardian is currently in development, as is a film based on Football Hall of Famer Gale Sayers’s friendship with Chicago Bears teammate Brian Piccolo.

Sparks lives in North Carolina. He contributes to a variety of local and national charities, and is a major contributor to the Creative Writing Program (MFA) at the University of Notre Dame, where he provides scholarships, internships, and a fellowship annually. He co-founded The Epiphany School in New Bern, North Carolina in 2006. As a former full scholarship athlete (he still holds a track and field record at the University of Notre Dame) he also spent four years coaching track and field athletes at the local public high school. In 2009, the team he coached at New Bern High School set a World Junior Indoor Record in the 4 x400 meter, in New York. The record still stands. Click to watch the Runner’s World video with Nicholas.

The Nicholas Sparks Foundation, a 501(c)(3) nonprofit committed to improving cultural and international understanding through global education experiences for students of all ages was launched in 2011. Between the foundation, and the personal gifts of the Sparks family, more than $15 million dollars have been distributed to deserving charities, scholarship programs, and projects. Because the Sparks family covers all operational expenses of the foundation, 100% of donations are devoted to programs."
422052,Yann Martel,https://covers.openlibrary.org/a/olid/OL422052A-M.jpg,1963-06-25,,"Yann Martel (born June 25, 1963) is a Canadian author who wrote the Man Booker Prize-winning novel *Life of Pi,* an international bestseller published in more than 50 territories. *Life of Pi* was adapted for a movie directed by Ang Lee, garnering four Oscars. Martel is also the author of the novels *The High Mountains of Portugal,* *Beatrice and Virgil,* and *Self;* the collection of stories The Facts Behind the Helsinki Roccamatios; and a collection of letters to Canada's Prime Minister, *101 Letters to a Prime Minister.*"
1424304,Sara Gruen,https://covers.openlibrary.org/a/olid/OL1424304A-M.jpg,1969,,
1425869,Markus Zusak,https://covers.openlibrary.org/a/olid/OL1425869A-M.jpg,1975,,"Markus Zusak was born in 1975 and is the author of five books, including the international bestseller, The Book Thief, which is translated into more than forty languages. First released in 2005, The Book Thief has spent more than a decade on the New York Times bestseller list, and still remains there to this day.

source: http://www.zusakbooks.com
photo: https://www.facebook.com/MarkusZusak/"
24137,Ray Bradbury,https://covers.openlibrary.org/a/olid/OL24137A-M.jpg,22 August 1920,5 June 2012,"Ray Bradbury is one of those rare individuals whose writing has changed the way people think. His more than five hundred published works -- short stories, novels, plays, screenplays, television scripts, and verse -- exemplify the American imagination at its most creative. 

Once read, his words are never forgotten. His best-known and most beloved books, *The Martian Chronicles*, *The Illustrated Man*, *Fahrenheit 451* and *Something Wicked This Way Comes*, are masterworks that readers carry with them over a lifetime. His timeless, constant appeal to audiences young and old has proven him to be one of the truly classic authors of the 20th Century -- and the 21st. 

In recognition of his stature in the world of literature and the impact he has had on so many for so many years, Bradbury was awarded the National Book Foundation's 2000 Medal for Distinguished Contribution to American Letters, an the National Medal of Arts in 2004. 

([Source][1])


  [1]: http://www.raybradbury.com/about.html"
39485,Lucy Maud Montgomery,https://covers.openlibrary.org/a/olid/OL39485A-M.jpg,1874,1942.,"Lucy Maud Montgomery CBE, (called ""Maud"" by family and friends) and publicly known as L.M. Montgomery was a Canadian author, best known for a series of novels beginning with *Anne of Green Gables*, published in 1908.

Once published, *Anne of Green Gables* was an immediate success. The central character, Anne, an orphaned girl who was adopted by a a sister and brother duo of Marilla and Matthew, made Montgomery famous in her lifetime and gave her an international following. The first novel was followed by a series of sequels with Anne as the central character. The novels became the basis for the highly acclaimed 1985 CBC television miniseries, *Anne of Green Gables* and several other television movies and programs, including Road to Avonlea, which ran in Canada and the U.S. from 1990-1996.She also wrote a couple of other short series of books; 'Chronicles of Avonlea', 'Further Chronicles of Avonlea', 'The Story Girl' (the sequel to it was 'The Golden Road') , 'The Blue Castle' are some of the other books that she has written..She also wrote a 3 book series namely, 'Emily of New Moon', 'Emily Climbs' and 'Emily's Quest' (a trilogy).She also wrote, 'Akin to Anne', 'Kilmeny of the Orchard', 'Jane of Lantern Hill' and 'The Blythe's' are quoted ..she also wrote short stories compilations..'At the Alter', a matrimonial tales collection and tales of the sea were some of the books of short stories she has written..A book that has not been followed by a sequel is 'Magic for Marigold'...Another book series by the famous Montgomery consists of 'Pat of Silver Bush'  and 'Mistress Pat'."
548174,Shel Silverstein,https://covers.openlibrary.org/a/olid/OL548174A-M.jpg,,,
2821271,Cassandra Clare,https://covers.openlibrary.org/a/olid/OL2821271A-M.jpg,1973,,"Cassandra Clare was born overseas and spent her early years traveling around the world with her family and several trunks of fantasy books. Cassandra worked for several years as an entertainment journalist for the Hollywood Reporter before turning her attention to fiction. She is the author of City of Bones, the first book in the Mortal Instruments trilogy and a New York Times bestseller. Cassandra lives with her fiance and their two cats in Massachusetts."
1425963,Christopher Paolini,https://covers.openlibrary.org/a/olid/OL1425963A-M.jpg,1983-11-17,,American author
272947,Douglas Adams,https://covers.openlibrary.org/a/olid/OL272947A-M.jpg,11 March 1952,11 May 2001,"Douglas Adams was born in Cambridge in March 1952. He was creator of all the various manifestations of *The Hitchhiker's Guide to the Galaxy*.

Douglas died unexpectedly in May 2001 of a sudden heart attack at the age of 49."
19767,Aldous Huxley,https://covers.openlibrary.org/a/olid/OL19767A-M.jpg,26 July 1894,22 November 1963,"Aldous Leonard Huxley (26 July 1894 – 22 November 1963) was an English writer and philosopher. He wrote nearly 50 books, both novels and non-fiction works, as well as wide-ranging essays, narratives, and poems."
448584,Sue Monk Kidd,https://covers.openlibrary.org/a/olid/OL448584A-M.jpg,,,
1394359,Suzanne Collins,https://covers.openlibrary.org/a/olid/OL1394359A-M.jpg,1962,,"American author of young adult literature, whose works include *The Hunger Games* trilogy and *The Underland Chronicles* series. The daughter of an Air Force officer, she lives in her native home of Connecticut."
2843353,Drew Struzan,https://covers.openlibrary.org/a/olid/OL2843353A-M.jpg,,,
1391085,Stephenie Meyer,https://covers.openlibrary.org/a/olid/OL1391085A-M.jpg,24 December 1973,,"an American novelist and film producer. She is best known for writing the vampire romance series Twilight.
Meyer was the bestselling author of 2008 and 2009 in the U.S. 
Meyer received the 2009 Children's Book of the Year award from the British Book Awards for Breaking Dawn, the Twilight series finale.

Stephenie Morgan was born on December 24, 1973, in Hartford, Connecticut, the second of six children to financial officer Stephen Morgan and homemaker Candy Morgan. Meyer was raised in Phoenix, Arizona, and attended Chaparral High School in Scottsdale, Arizona. In 1992, Meyer won a National Merit Scholarship, which helped fund her undergraduate studies at Brigham Young University in Provo, Utah, where she received a BA in English Literature in 1997. Although she began and finished her degree at BYU, she took classes at Arizona State University in fall 1996 and spring 1997.

Meyer met her future husband, Christian ""Pancho"" Meyer, in Arizona when they were both children. They married in 1994, when Meyer was twenty-one.Together, they have sons who Christian Meyer retired from his job as an auditor to take care of full time.

Before writing her first novel, Twilight, Meyer considered going to law school because she felt she had no chance of becoming a writer. She later noted that the birth of her oldest son, Gabe, in 1997 changed her mind: ""Once I had Gabe, I just wanted to be his mom."" Before becoming an author, Meyer's only professional work was as a receptionist at a property company."
498120,F Scott. Fitgerald,https://covers.openlibrary.org/a/olid/OL498120A-M.jpg,28 April 1926,19 February 2016,"Nelle Harper Lee was an American novelist. She wrote the 1960 novel *To Kill a Mockingbird* that won the 1961 Pulitzer Prize and became a classic of modern American literature. Lee received numerous accolades and honorary degrees, including the Presidential Medal of Freedom in 2007 which was awarded for her contribution to literature. She assisted her close friend Truman Capote in his research for the book *In Cold Blood* (1966). Capote was the basis for the character Dill Harris in *To Kill a Mockingbird.*"
27349,F. Scott Fitzgerald,https://covers.openlibrary.org/a/olid/OL27349A-M.jpg,24 September 1896,21 December 1940,"Francis Scott Key Fitzgerald was an American author of novels and short stories, whose works are evocative of the Jazz Age, a term he coined himself. He is widely regarded as one of the twentieth century's greatest writers. Fitzgerald is considered a member of the ""Lost Generation"" of the Twenties. He finished four novels, *This Side of Paradise*, *The Beautiful and Damned*, *Tender Is the Night* and his most famous, the celebrated classic, *The Great Gatsby*. A fifth, unfinished novel, *The Love of the Last Tycoon* was published posthumously. Fitzgerald also wrote many short stories that treat themes of youth and promise along with despair and age. ([Wikipedia][1])


  [1]: http://en.wikipedia.org/wiki/F._Scott_Fitzgerald"
5046634,John Green,https://covers.openlibrary.org/a/olid/OL5046634A-M.jpg,24 Aug 1977,,"John Green's first novel, Looking for Alaska, won the 2006 Michael L. Printz Award presented by the American Library Association. His second novel, An Abundance of Katherines, was a 2007 Michael L. Printz Award Honor Book and a finalist for the Los Angeles Times Book Prize. His next novel, Paper Towns, is a New York Times bestseller and won the Edgar Allen Poe Award for Best YA Mystery.  Starting in 2007, John and his brother Hank were the hosts of a popular internet blog, ""Brotherhood 2.0,"" (aka [vlogbrothers](https://www.youtube.com/@vlogbrothers)) where they discussed their lives, books and current events every day for a year except for weekends and holidays."
26320,J.R.R. Tolkien,https://covers.openlibrary.org/a/olid/OL26320A-M.jpg,3 January 1892,2 September 1973,"John Ronald Reuel Tolkien (1892-1973) was a major scholar of the English language, specialising in Old and Middle English. Twice Professor of Anglo-Saxon (Old English) at the University of Oxford, he also wrote a number of stories, including most famously The Hobbit (1937) and The Lord of the Rings (1954-1955), which are set in a pre-historic era in an invented version of the world which he called by the Middle English name of Middle-earth. This was peopled by Men (and women), Elves, Dwarves, Trolls, Orcs (or Goblins) and of course Hobbits. He has regularly been condemned by the Eng. Lit. establishment, with honourable exceptions, but loved by literally millions of readers worldwide.

In the 1960s he was taken up by many members of the nascent ""counter-culture"" largely because of his concern with environmental issues. In 1997 he came top of three British polls, organised respectively by Channel 4 / Waterstone's, the Folio Society, and SFX, the UK's leading science fiction media magazine, amongst discerning readers asked to vote for the greatest book of the 20th century. 

([Source][1])


  [1]: http://www.tolkiensociety.org/tolkien/biography.html"
540486,J. D. Salinger,https://covers.openlibrary.org/a/olid/OL540486A-M.jpg,1 January 1919,27 January 2010,"Jerome David Salinger (January 1, 1919 – January 27, 2010) was an American author best known for his 1951 novel *The Catcher in the Rye.* Salinger published several short stories in *Story* magazine in 1940, before serving in World War II. In 1948, his critically acclaimed story *A Perfect Day for Bananafish* appeared in *The New Yorker,* which published much of his later work. *The Catcher in the Rye* was an immediate popular success; Salinger's depiction of adolescent alienation and loss of innocence was influential, especially among adolescent readers. The novel was widely read and controversial, and its success led to public attention and scrutiny. Salinger became reclusive, publishing less frequently. He followed *Catcher* with a short story collection, *Nine Stories* (1953); *Franny and Zooey* (1961), a volume containing a novella and a short story; and a volume containing two novellas, *Raise High the Roof Beam, Carpenters* and *Seymour: An Introduction* (1963). Salinger's last published work, the novella *Hapworth 16, 1924,* appeared in *The New Yorker* on June 19, 1965. 

Source: [Wikipedia](https://en.wikipedia.org/wiki/J._D._Salinger)"
39307,Dan Brown,https://covers.openlibrary.org/a/olid/OL39307A-M.jpg,22 June 1964,,"Dan Brown is an American author of thriller fiction, best known for the 2003 bestselling novel, *The Da Vinci Code*. Brown's novels, which are treasure hunts set in a 24-hour time period, feature the recurring themes of cryptography, keys, symbols, codes, and conspiracy theories. His books have been translated into over 40 languages, and as of 2009, sold over 80 million copies.

Brown's novels that feature the lead character Robert Langdon also include historical themes and Christianity as recurring motifs, and as a result, have generated controversy. Brown states on his website that his books are not anti-Christian, though he is on a 'constant spiritual journey' himself, and says of his book *The Da Vinci Code* that it is simply ""an entertaining story that promotes spiritual discussion and debate"" and suggests that the book may be used ""as a positive catalyst for introspection and exploration of our faith.""

([Source][1])


  [1]: http://en.wikipedia.org/wiki/Dan_Brown"
21594,Jane Austen,https://covers.openlibrary.org/a/olid/OL21594A-M.jpg,"December 16, 1775","July 18, 1817","Jane Austen was an English writer. Although Austen was widely read in her lifetime, she published her works anonymously. The most urgent preoccupations of her bright, young heroines are courtship and marriage. Austen herself never married. Her best-known books include *Pride and Prejudice* (1813) and *Emma* (1816). Virginia Woolf called Austen ""the most perfect artist among women."
1412764,Khaled Hosseini,https://covers.openlibrary.org/a/olid/OL1412764A-M.jpg,1965,,"Hosseini was born in Kabul, Afghanistan, in 1965. In 1970 Hosseini and his family moved to Iran where his father worked for the Embassy of Afghanistan in Tehran. In 1976, when Hosseini was 11 years old, Hosseini's father obtained a job in Paris, France, and moved the family there. They were unable to return to Afghanistan because of the Saur Revolution. They sought political asylum in the United States and made their residence in San Jose, California.  Hosseini graduated from Independence High School in San Jose in 1984 and enrolled at Santa Clara University, where he earned a bachelor's degree in biology in 1988. The following year, he entered the University of California, San Diego, School of Medicine, where he earned his M.D. in 1993. He completed his residency in internal medicine at Cedars-Sinai Medical Center in Los Angeles in 1996. He practiced medicine for over ten years, until a year and a half after the release of The Kite Runner.
Hosseini is currently a Goodwill Envoy for the United Nations High Commissioner for Refugees (UNHCR). He has been working to provide humanitarian assistance in Afghanistan through the Khaled Hosseini Foundation. He lives in Northern California with his wife, Roya, and their two children (Harris and Farah)."
6895646,Veronica Roth,https://covers.openlibrary.org/a/olid/OL6895646A-M.jpg,19. August 1988,,"Veronica grew up outside of Chicago and graduated from Northwestern University. She now lives in Chicago proper with her husband and dog and writes full-time.  She is the #1 New York Times bestselling author of Carve the Mark and the Divergent Series (Divergent, Insurgent, Allegiant, and Four: A Divergent Collection). The Divergent Series was developed into three major motion pictures."
118077,George Orwell,https://covers.openlibrary.org/a/olid/OL118077A-M.jpg,25 June 1903,21 January 1950,"George Orwell, originally born as Eric Arthur Blair, was an English novelist and journalist. His work is marked by keen intelligence and wit, a profound awareness of social injustice, an intense, revolutionary opposition to totalitarianism, a passion for clarity in language and a belief in democratic socialism. ([Source][1].)

[1]:https://en.wikipedia.org/wiki/George_Orwell"
18319,Mark Twain,https://covers.openlibrary.org/a/olid/OL18319A-M.jpg,30 November 1835,21 April 1910,"Mark Twain, born Samuel Langhorne Clemens, was a prolific American author and humorist. Twain is best known for his novels Adventures of Huckleberry Finn  (1884), which has been called ""the Great American Novel"", and The Adventures of Tom Sawyer  (1876). He is extensively quoted. Twain was a friend to presidents, artists, industrialists, and European royalty. ([Source][1].) 

[1]:http://en.wikipedia.org/wiki/Mark_Twain"
30250,E. B. White,https://covers.openlibrary.org/a/olid/OL30250A-M.jpg,11 July 1899,1 October 1985,"Elwyn Brooks ""E. B."" White was an American writer. A long-time contributor to ""The New Yorker"" magazine, he also wrote many famous books for both adults and children, such as the popular Charlotte's Web and Stuart Little, and co-authored a widely used writing guide, The Elements of Style, popularly known by its authors' names, as ""Strunk & White."""
453119,Mark Haddon,https://covers.openlibrary.org/a/olid/OL453119A-M.jpg,26 September 1962,,"Mark Haddon (born 26 September 1962) is an English novelist, best known for *The Curious Incident of the Dog in the Night-Tim*e (2003). He won the Whitbread Award, the Dolly Gray Children's Literature Award, the Guardian Prize, and a Commonwealth Writers' Prize for his work."
2789840,Paula Hawkins,https://covers.openlibrary.org/a/olid/OL2789840A-M.jpg,1972,,"Paula Hawkins worked as a journalist for fifteen years before turning her hand to fiction. She lives in London. The Girl on the Train is her first thriller. It is being published all over the world and has been optioned by Dreamworks.


[Source: paulahawkinsbooks.com][1]
[Photo credit: Anna Huix for The New York Times ][2]


  [1]: http://paulahawkinsbooks.com/bio-paula-hawkins/
  [2]: http://www.nytimes.com/2015/01/31/books/paula-hawkinss-journey-to-the-girl-on-the-train.html"
26545,Philip Pullman,https://covers.openlibrary.org/a/olid/OL26545A-M.jpg,19 October 1946,,"Philip Pullman CBE, FRSL is an English writer from Norwich. He is the best-selling author of several books, most notably his trilogy of fantasy novels, *His Dark Materials*, and his fictional biography of Jesus, *The Good Man Jesus and the Scoundrel Christ*. The first of *His Dark Materials* has been turned into the film The Golden Compass and the first two books from his Sally Lockhart series have been adapted for television.

In 2008, The Times named Pullman in their list of ""The 50 greatest British writers since 1945"".

([Source][1])


  [1]:  http://en.wikipedia.org/wiki/Philip_Pullman"
24529,Emily Brontë,https://covers.openlibrary.org/a/olid/OL24529A-M.jpg,30 July 1818,19 December 1848,"Emily Jane Brontë was an English novelist and poet, now best remembered for her novel [Wuthering Heights][1], a classic of English literature. Emily was the second eldest of the three surviving Brontë sisters, between Charlotte and Anne. She published under the androgynous pen name Ellis Bell. ([Source][2].)


  [1]: http://upstream.openlibrary.org/works/OL10427528W/Wuthering_Heights
  [2]: http://en.wikipedia.org/wiki/Emily_Bronte"
78925,Jodi Picoult,https://covers.openlibrary.org/a/olid/OL78925A-M.jpg,19 May 1966,,"Jodi Picoult is the author of twenty-four novels, including the #1 New York Times bestsellers Small Great Things, Leaving Time, The Storyteller, Lone Wolf, Between the Lines, Sing You Home, House Rules, Handle with Care, Change of Heart, Nineteen Minutes, and My Sister’s Keeper. She lives in New Hampshire with her husband and three children."
20187,Kurt Vonnegut,https://covers.openlibrary.org/a/olid/OL20187A-M.jpg,11 November 1922,11 April 2007,"Kurt Vonnegut, Jr. was an American novelist who wrote works blending satire, black comedy, and science fiction, such as [*Slaughterhouse-Five* (1969)][1], [*Cat's Cradle* (1963)][2], and [*Breakfast of Champions* (1973)][3]. He was known for his humanist beliefs as well as being honorary president of the American Humanist Association. He is widely considered one of the most influential American writers of the 20th century.


  [1]: https://openlibrary.org/works/OL98474W/Slaughterhouse-Five
  [2]: https://openlibrary.org/works/OL98482W/Cat's_Cradle
  [3]: https://openlibrary.org/works/OL98488W/Breakfast_of_Champions"
151749,Margaret Mitchell,https://covers.openlibrary.org/a/olid/OL151749A-M.jpg,"November 8, 1900","August 16, 1949",
76675,Stephen Chbosky,https://covers.openlibrary.org/a/olid/OL76675A-M.jpg,1970,,Photo source: https://www.simonandschuster.com/authors/Stephen-Chbosky/1843916
446842,Anne Frank,https://covers.openlibrary.org/a/olid/OL446842A-M.jpg,12 June 1929,1945,German-born Dutch Jewish diarist and Holocaust victim
1414302,Stieg Larsson,https://covers.openlibrary.org/a/olid/OL1414302A-M.jpg,15 august 1954,9 november 2004,
23919,J. K. Rowling,https://covers.openlibrary.org/a/olid/OL23919A-M.jpg,31 July 1965,,"Joanne ""Jo"" Murray, OBE (née Rowling), better known under the pen name J. K. Rowling, is a British author best known as the creator of the Harry Potter fantasy series, the idea for which was conceived whilst on a train trip from Manchester to London in 1990. The Potter books have gained worldwide attention, won multiple awards, sold more than 400 million copies, and been the basis for a popular series of films."
